Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,Original_index,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
69,Second by GraaskampKatzen,2.6925619834710743,0.843526170798898,0.0,1.0,157,0.7524793388429751,0.09104683195592288,0.06859504132231406,0.08787878787878788,1.0,0,1.0,0
70,Worse and Worse 2,2.6921487603305785,0.8462809917355372,0.0,1.0,207,0.7578512396694215,0.0884297520661157,0.06639118457300275,0.08732782369146005,1.0,0,1.0,0
71,Second by Borufsen,2.6917355371900826,0.8761707988980716,0.0,1.0,150,0.7837465564738292,0.09242424242424242,0.05468319559228651,0.06914600550964188,1.0,0.26729323308270675,1.0,0.2764745670995671
72,AdaptorLong,2.690495867768595,0.7625344352617079,44.0,0.9889807162534435,7,0.6826446280991735,0.07988980716253442,0.09931129476584023,0.13815426997245178,0.9846072033693846,0.1865079365079365,0.155,0.5035002343335676
73,Contrite Tit For Tat,2.6888429752066116,0.8432506887052341,0.0,1.0,26,0.7520661157024794,0.09118457300275482,0.0684573002754821,0.08829201101928374,1.0,0,1.0,0
74,Soft Joss: 0.9,2.68801652892562,0.8677685950413223,0.0,1.0,177,0.7767217630853994,0.09104683195592288,0.05702479338842976,0.07520661157024792,1.0,0.22803761894670985,1.0,0.27501793198013713
75,First by Graaskamp: 0.05,2.6871900826446278,0.8431129476584022,0.0,1.0,65,0.7516528925619835,0.09146005509641873,0.068732782369146,0.08815426997245178,1.0,0,1.0,0
76,FrequencyAnalyzer,2.6871900826446278,0.8460055096418733,0.0,1.0,80,0.7544077134986226,0.0915977961432507,0.06804407713498624,0.0859504132231405,1.0,0,1.0,0
77,Tit For Tat,2.684710743801653,0.8453168044077135,0.0,1.0,193,0.7567493112947659,0.08856749311294766,0.06542699724517907,0.08925619834710745,1.0,0,1.0,0
78,Revised Downing,2.682231404958678,0.8819559228650138,16.0,1.0,145,0.7815426997245178,0.10041322314049587,0.0534435261707989,0.06460055096418732,0.9827861687993847,0.7843877713195895,0.6407647907647908,0.6157575757575758
79,PSO Gambler Mem1,2.6818181818181817,0.8169421487603306,30.0,1.0,127,0.7305785123966942,0.08636363636363636,0.07851239669421488,0.10454545454545455,1.0,0.5324310702217679,0,0.224613859421254
80,Meta Majority Memory One: 37 players,2.68099173553719,0.8341597796143251,12.0,1.0,224,0.7480716253443526,0.08608815426997245,0.06914600550964188,0.09669421487603305,0.9962234938763324,0.123495670995671,0.8932480218194505,0.18027821980391148
81,Adaptive Tit For Tat: 0.5,2.6805785123966945,0.8403581267217631,0.0,1.0,5,0.7488980716253443,0.09146005509641873,0.06859504132231406,0.09104683195592288,1.0,0,1.0,0
82,Calculator,2.6768595041322314,0.7172176308539945,88.0,1.0,22,0.6006887052341598,0.1165289256198347,0.14807162534435261,0.1347107438016529,0.8945343911600286,0,0.9134485363358603,0
83,Doubler,2.6768595041322314,0.8603305785123967,0.0,1.0,44,0.7621212121212121,0.09820936639118456,0.06239669421487603,0.07727272727272727,1.0,0.6105400696864111,1.0,0
84,Second by Harrington,2.6743801652892563,0.8728650137741046,0.0,1.0,159,0.7765840220385675,0.0962809917355372,0.05495867768595042,0.0721763085399449,1.0,0.27299683341350006,1.0,0.25469602860907214
85,Soft Go By Majority: 5,2.6735537190082646,0.865426997245179,11.0,1.0,87,0.759641873278237,0.10578512396694216,0.06597796143250689,0.06859504132231406,1.0,0.703522504892368,0.7612847222222223,0
86,Second by Kluepfel,2.669834710743802,0.8666666666666667,10.0,1.0,160,0.778099173553719,0.08856749311294766,0.05068870523415978,0.08264462809917356,0.9789293179355758,0.41513119702774876,0.7858955516362923,0.29479214479214483
87,Burn Both Ends,2.669421487603306,0.718595041322314,83.0,1.0,20,0.6,0.11859504132231406,0.1453168044077135,0.13608815426997245,0.8924034487005245,0,0.9233039879900865,0
88,Thumper,2.6681818181818184,0.7913223140495868,25.0,1.0,191,0.725068870523416,0.06625344352617081,0.07093663911845731,0.13774104683195593,1.0,0,0.653411513859275,0
